		 Art.Nr.									   Artikelbezeichnung											Preis D			Preis CH			   VE																																		 Kategorie				   Unterkategorie																																							   Lagerbestand																																																																																																																														Farbe			Gr��e		  Kennzeichen													
      001008004,               ,     Leuchte Dawn wei� 75cm *NICE PRICE*,     Leuchte Dawn wei� 75cm *NICE PRICE*,   29.99,       0,       0,       0,     1,      ,      ,      ,        ,          ,          ,        -2,          ,     ,          ,     ,          ,     ,                              ,                              ,                              ,                    , ,               ,               ,                                    ,               ,               ,             -2,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , , ,                    ,                    ,                    ,               ,               ,                    ,-2        ,0       ,0       ,0       ,0       ,0       ,1,
      001008005,               ,  Leuchte Dawn schwarz 75cm *NICE PRICE*,  Leuchte Dawn schwarz 75cm *NICE PRICE*,   29.99,       0,       0,       0,     1,      ,      ,      ,        ,          ,          ,         0,          ,     ,          ,     ,          ,     ,                              ,                              ,                              ,                    , ,               ,               ,                                    ,               ,               ,              0,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , , ,                    ,                    ,                    ,               ,               ,                    ,0         ,0       ,0       ,0       ,0       ,0       ,1,
      001008006,               ,     Leuchte Dawn gold 75cm *NICE PRICE*,     Leuchte Dawn gold 75cm *NICE PRICE*,   39.99,       0,       0,       0,     1,      ,      ,      ,        ,          ,          ,         0,          ,     ,          ,     ,          ,     ,                              ,                              ,                              ,                    , ,               ,               ,                                    ,               ,               ,              0,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , , ,                    ,                    ,                    ,               ,               ,                    ,0         ,0       ,0       ,0       ,0       ,0       ,1,
      004005007,               ,      Schale Pine gold 62cm *NICE PRICE*,      Schale Pine gold 62cm *NICE PRICE*,   29.99,       0,       0,       0,     1,      ,      ,      ,        ,          ,          ,         0,          ,     ,          ,     ,          ,     ,                              ,                              ,                              ,                    , ,               ,               ,                                    ,               ,               ,              0,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , , ,                    ,                    ,                    ,               ,               ,                    ,0         ,0       ,0       ,0       ,0       ,0       ,1,
      004005008,               ,   Schale Pine schwarz 62cm *NICE PRICE*,   Schale Pine schwarz 62cm *NICE PRICE*,   29.99,       0,       0,       0,     1,      ,      ,      ,        ,          ,          ,         0,          ,     ,          ,     ,          ,     ,                              ,                              ,                              ,                    , ,               ,               ,                                    ,               ,               ,              0,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , , ,                    ,                    ,                    ,               ,               ,                    ,0         ,0       ,0       ,0       ,0       ,0       ,1,
      004005009,               ,      Schale Pine wei� 62cm *NICE PRICE*,      Schale Pine wei� 62cm *NICE PRICE*,   29.99,       0,       0,       0,     1,      ,      ,      ,        ,          ,          ,         0,          ,     ,          ,     ,          ,     ,                              ,                              ,                              ,                    , ,               ,               ,                                    ,               ,               ,              0,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , , ,                    ,                    ,                    ,               ,               ,                    ,0         ,0       ,0       ,0       ,0       ,0       ,1,
         222162,               ,           Pokal Tazza mocca matt 16.5cm,           Pokal Tazza mocca matt 16.5cm,    3.99,       0,    6.99,       0,     4,      ,      ,      ,        ,          ,          ,        59,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,                              ,                    , ,               ,               ,                                    ,               ,               ,             59,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , ,1,                    ,                    ,                    ,     mocca matt,           16.5,              222162,59        ,0       ,0       ,0       ,0       ,0       ,0,
         222163,               ,           Pokal Tazza mocca matt 19.5cm,           Pokal Tazza mocca matt 19.5cm,    6.99,       0,   11.19,       0,     2,      ,      ,      ,        ,          ,          ,        11,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,                              ,                    , ,               ,               ,                                    ,               ,               ,             11,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , ,1,                    ,                    ,                    ,     mocca matt,           19.5,              222162,11        ,0       ,0       ,0       ,0       ,0       ,0,
         222164,               ,             Pokal Tazza mocca matt 22cm,             Pokal Tazza mocca matt 22cm,   11.99,       0,   18.19,       0,     2,      ,      ,      ,        ,          ,          ,        15,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,                              ,                    , ,               ,               ,                                    ,               ,               ,             15,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , ,1,                    ,                    ,                    ,     mocca matt,             22,              222162,15        ,0       ,0       ,0       ,0       ,0       ,0,
         222507,               , Teelichtkugel Ramos Inspirio schw. 11cm, Teelichtkugel Ramos Inspirio schw. 11cm,    1.59,       0,    2.99,       0,     6,      ,      ,      ,        ,          ,          ,       122,          ,     ,          ,     ,          ,     ,                       KERAMIK,              TEE-/WINDLICHTER,                              ,                    , ,               ,               ,                                    ,               ,               ,            122,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , ,1,                    ,                    ,                    ,        schwarz,               ,              222507,122       ,0       ,0       ,0       ,0       ,0       ,0,
         222508,               , Teelichtkugel Ramos Inspirio schw. 16cm, Teelichtkugel Ramos Inspirio schw. 16cm,    2.29,       0,    4.69,       0,     6,      ,      ,      ,        ,          ,          ,       118,          ,     ,          ,     ,          ,     ,                       KERAMIK,              TEE-/WINDLICHTER,                              ,                    , ,               ,               ,                                    ,               ,               ,            118,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , ,1,                    ,                    ,                    ,        schwarz,               ,              222507,118       ,0       ,0       ,0       ,0       ,0       ,0,
         222512,               ,    Dekokugel Ramos Inspirio schwarz 9cm,    Dekokugel Ramos Inspirio schwarz 9cm,    0.79,       0,    2.09,       0,     6,      ,      ,      ,        ,          ,          ,        89,          ,     ,          ,     ,          ,     ,                       KERAMIK,                  DEKO-OBJEKTE,                              ,                    , ,               ,               ,                                    ,               ,               ,             89,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , ,1,                    ,                    ,                    ,        schwarz,               ,              222507,89        ,0       ,0       ,0       ,0       ,0       ,0,
         222513,               ,   Dekokugel Ramos Inspirio schwarz 11cm,   Dekokugel Ramos Inspirio schwarz 11cm,    0.99,       0,    2.99,       0,     6,      ,      ,      ,        ,          ,          ,       168,          ,     ,          ,     ,          ,     ,                       KERAMIK,                  DEKO-OBJEKTE,                              ,                    , ,               ,               ,                                    ,               ,               ,            168,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , ,1,                    ,                    ,                    ,        schwarz,               ,              222507,168       ,0       ,0       ,0       ,0       ,0       ,0,
         222514,               ,   Dekokugel Ramos Inspirio schwarz 16cm,   Dekokugel Ramos Inspirio schwarz 16cm,    1.99,       0,    4.69,       0,     6,      ,      ,      ,        ,          ,          ,       162,          ,     ,          ,     ,          ,     ,                       KERAMIK,                  DEKO-OBJEKTE,                              ,                    , ,               ,               ,                                    ,               ,               ,            162,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , ,1,                    ,                    ,                    ,        schwarz,               ,              222507,162       ,0       ,0       ,0       ,0       ,0       ,0,
         224200,               ,      K�bel Daisy flower power wei� 12cm,      K�bel Daisy flower power wei� 12cm,    0.79,       0,    1.09,       0,     9,      ,      ,      ,        ,          ,          ,         9,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,                              ,                    , ,               ,               ,                                    ,               ,               ,              9,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , ,1,                    ,                    ,                    ,           wei�,             12,              224200,9         ,0       ,0       ,0       ,0       ,0       ,0,
         224201,               ,      K�bel Daisy flower power wei� 14cm,      K�bel Daisy flower power wei� 14cm,    0.79,       0,    0.99,       0,     9,      ,      ,      ,        ,          ,          ,         2,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,                              ,                    , ,               ,               ,                                    ,               ,               ,              2,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , ,1,                    ,                    ,                    ,           wei�,             14,              224200,2         ,0       ,0       ,0       ,0       ,0       ,0,
         224202,               ,      K�bel Daisy flower power wei� 16cm,      K�bel Daisy flower power wei� 16cm,    0.99,       0,    1.39,       0,     6,      ,      ,      ,        ,          ,          ,       202,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,                              ,                    , ,               ,               ,                                    ,               ,               ,            202,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , ,1,                    ,                    ,                    ,           wei�,             16,              224200,202       ,0       ,0       ,0       ,0       ,0       ,0,
         224203,               ,      K�bel Daisy flower power wei� 18cm,      K�bel Daisy flower power wei� 18cm,    1.39,       0,    1.99,       0,     4,      ,      ,      ,        ,          ,          ,       149,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,                              ,                    , ,               ,               ,                                    ,               ,               ,            149,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , ,1,                    ,                    ,                    ,           wei�,             18,              224200,149       ,0       ,0       ,0       ,0       ,0       ,0,
         224212,               ,        K�bel New Sila Wood vintage 12cm,        K�bel New Sila Wood vintage 12cm,    1.59,       0,    2.19,       0,     9,      ,      ,      ,        ,          ,          ,        22,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,                              ,                    , ,               ,               ,                                    ,               ,               ,             22,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , ,1,                    ,                    ,                    ,        vintage,             12,              224204,22        ,0       ,0       ,0       ,0       ,0       ,0,
         224213,               ,        K�bel New Sila Wood vintage 14cm,        K�bel New Sila Wood vintage 14cm,    1.99,       0,    2.69,       0,     9,      ,      ,      ,        ,          ,          ,       162,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,                              ,                    , ,               ,               ,                                    ,               ,               ,            162,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , ,1,                    ,                    ,                    ,        vintage,             14,              224204,162       ,0       ,0       ,0       ,0       ,0       ,0,
         224214,               ,        K�bel New Sila Wood vintage 16cm,        K�bel New Sila Wood vintage 16cm,    2.59,       0,    3.59,       0,     6,      ,      ,      ,        ,          ,          ,        40,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,                              ,                    , ,               ,               ,                                    ,               ,               ,             40,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , ,1,                    ,                    ,                    ,        vintage,             16,              224204,40        ,0       ,0       ,0       ,0       ,0       ,0,
         224222,               ,    K�bel New Sila Stone grau-beige 16cm,    K�bel New Sila Stone grau-beige 16cm,    1.89,       0,    2.59,       0,     6,      ,      ,      ,        ,          ,          ,        11,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,                              ,                    , ,               ,               ,                                    ,               ,               ,             11,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , ,1,                    ,                    ,                    ,     grau-beige,             16,              224204,11        ,0       ,0       ,0       ,0       ,0       ,0,
         224652,               ,                 Zylinderk�bel wei� 12cm,                 Zylinderk�bel wei� 12cm,       0,       0,       0,       0,    18,      ,      ,      ,        ,          ,          ,        16,          ,     ,          ,     ,          ,     ,                       KERAMIK,                              ,                              ,                    , ,               ,               ,                                    ,               ,               ,             16,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , ,1,                    ,                    ,                    ,           wei�,             12,              224652,16        ,0       ,0       ,0       ,0       ,0       ,0,
         224653,               ,                SmartPot Mum wei� 13.5cm,                SmartPot Mum wei� 13.5cm,    1.99,       0,    2.79,       0,     6,      ,      ,      ,        ,          ,          ,       179,          ,     ,          ,     ,          ,     ,                              ,                              ,                              ,                    , ,               ,               ,                                    ,               ,               ,            179,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , ,1,                    ,                    ,                    ,     i love mum,           13.5,              224653,179       ,0       ,0       ,0       ,0       ,0       ,0,
         224654,               ,                 Zylinderk�bel wei� 15cm,                 Zylinderk�bel wei� 15cm,    2.59,       0,       0,       0,    10,      ,      ,      ,        ,          ,          ,       205,          ,     ,          ,     ,          ,     ,                       KERAMIK,                              ,                              ,                    , ,               ,               ,                                    ,               ,               ,            205,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , ,1,                    ,                    ,                    ,           wei�,               ,              224652,205       ,0       ,0       ,0       ,0       ,0       ,0,
         224699,               ,         Mini-K�bel Nemo deluxe wei� 8cm,         Mini-K�bel Nemo deluxe wei� 8cm,    0.99,       0,    1.39,       0,    20,      ,      ,      ,        ,          ,          ,       256,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,                              ,                    , ,               ,               ,                                    ,               ,               ,            256,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , ,1,                    ,                    ,                    ,           wei�,              8,              224699,256       ,0       ,0       ,0       ,0       ,0       ,0,
         224700,               ,             K�bel Nemo deluxe wei� 13cm,             K�bel Nemo deluxe wei� 13cm,    1.99,       0,    2.79,       0,     8,      ,      ,      ,        ,          ,          ,       323,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,                              ,                    , ,               ,               ,                                    ,               ,               ,            323,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , ,1,                    ,                    ,                    ,           wei�,             13,              224699,323       ,0       ,0       ,0       ,0       ,0       ,0,
         224701,               ,             K�bel Nemo deluxe wei� 15cm,             K�bel Nemo deluxe wei� 15cm,    2.99,       0,    4.19,       0,     5,      ,      ,      ,        ,          ,          ,        83,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,                              ,                    , ,               ,               ,                                    ,               ,               ,             83,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , ,1,                    ,                    ,                    ,           wei�,             15,              224699,83        ,0       ,0       ,0       ,0       ,0       ,0,
         224702,               ,             K�bel Nemo deluxe wei� 18cm,             K�bel Nemo deluxe wei� 18cm,    4.99,       0,    6.99,       0,     4,      ,      ,      ,        ,          ,          ,        24,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,                              ,                    , ,               ,               ,                                    ,               ,               ,             24,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , ,1,                    ,                    ,                    ,           wei�,             18,              224699,24        ,0       ,0       ,0       ,0       ,0       ,0,
         224706,               ,             K�bel Nemo deluxe grau 15cm,             K�bel Nemo deluxe grau 15cm,    2.99,       0,    4.19,       0,     5,      ,      ,      ,        ,          ,          ,        15,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,                              ,                    , ,               ,               ,                                    ,               ,               ,             15,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , ,1,                    ,                    ,                    ,           grau,             15,              224699,15        ,0       ,0       ,0       ,0       ,0       ,0,
         224707,               ,             K�bel Nemo deluxe grau 18cm,             K�bel Nemo deluxe grau 18cm,    4.99,       0,    6.99,       0,     4,      ,      ,      ,        ,          ,          ,        15,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,                              ,                    , ,               ,               ,                                    ,               ,               ,             15,                                        ,                                        ,                                        ,                                        ,                                        ,                                        , , , ,        ,      ,                                        ,                                        ,                              ,                                        , ,1,                    ,                    ,                    ,           grau,             18,              224699,15        ,0       ,0       ,0       ,0       ,0       ,0,
